,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,23.42812489,40.93641395,7.734791261,16.64573036,14.69066863,33.978868,26.54950815,28.11656549,29.5848893,98.75939974,72.08304767,39.27216566,36.89726368,48.86336321
1,22.42780698,39.18853919,7.404536481,15.93500245,14.0634166,32.52806174,25.41591557,26.91606377,28.32169411,94.54263903,69.00529543,37.59534982,35.32184978,46.77702904
2,21.5486629,37.65239381,7.114287221,15.3103688,13.51214695,31.25299937,24.4196411,25.86098523,27.21151648,90.83667701,66.30036772,36.12165562,33.93727415,44.94342364
3,21.02999832,36.74612119,6.943050201,14.94185656,13.18691693,30.50075669,23.83187363,25.23852539,26.55655009,88.65028765,64.70455396,35.25222704,33.12042244,43.86165991
4,20.24110087,35.36766548,6.682595848,14.38134332,12.69223666,29.35658307,22.93786955,24.29175364,25.56033534,85.3247531,62.27729473,33.92981172,31.87797741,42.21627928
5,18.78650782,32.82602702,6.202362211,13.347852,11.78013018,27.24692105,21.2894777,22.54606716,23.72348435,79.19303162,57.80184051,31.49150222,29.58711958,39.18247658
6,18.79715489,32.84463085,6.20587734,13.35541676,11.78680646,27.26236299,21.30154331,22.55884493,23.7369294,79.23791351,57.83459915,31.50934973,29.60388779,39.20468288
7,19.11099006,33.39300109,6.309489965,13.57839729,11.98359764,27.71753231,21.65719146,22.93548485,24.13323849,80.56086074,58.80019907,32.03542627,30.09815095,39.85923982
8,20.29332223,35.45891287,6.699836721,14.4184467,12.7249822,29.43232207,22.99704848,24.35442555,25.62628014,85.5448881,62.43796806,34.01734949,31.96022152,42.32519587
9,21.6779488,37.87829754,7.156970936,15.40222669,13.59321601,31.44050854,24.56615205,26.01614384,27.3747779,91.38167142,66.69815121,36.33837536,34.14088821,45.2130715
10,23.20048032,40.5386462,7.659634446,16.48398843,14.54792349,33.64870479,26.29153396,27.84336464,29.29742116,97.79978213,71.38263674,38.89056895,36.53874324,48.3885715
11,23.7769433,41.54591107,7.849953597,16.89356655,14.90939615,34.4847751,26.94480044,28.5351895,30.025375,100.229816,73.15628311,39.856884,37.44662241,49.59088369
12,23.46260113,40.99665494,7.746173585,16.6702258,14.71228705,34.02887045,26.58857774,28.15794112,29.62842568,98.90473159,72.18912326,39.32995759,36.95156077,48.9352693
13,23.20808537,40.55193465,7.662145253,16.48939184,14.55269226,33.65973475,26.30015226,27.85249162,29.30702477,97.83184062,71.40603577,38.90331717,36.55072053,48.40443314
14,23.16093405,40.46954623,7.646578251,16.45589072,14.52312589,33.59134905,26.24671885,27.79590436,29.24748237,97.63307795,71.26096179,38.8242782,36.47646129,48.30609098
15,23.96605561,41.87635065,7.912388992,17.02793123,15.02797953,34.75905323,27.15910862,28.762147,30.26418484,101.027004,73.73813896,40.17388973,37.74445788,49.98530977
16,26.05845907,45.53244752,8.603195621,18.51458814,16.34002674,37.7937605,29.53028783,31.27328262,32.90645882,109.8473646,80.17599171,43.68134992,41.03981176,54.34937521
17,26.44783776,46.21281641,8.731748927,18.79124249,16.5841877,38.358494,29.97154435,31.74058384,33.39816379,111.4887595,81.37402198,44.33405877,41.65304941,55.16149109
18,26.03108088,45.48460909,8.594156717,18.49513588,16.32285917,37.75405267,29.49926198,31.2404255,32.87188581,109.731954,80.09175521,43.63545633,40.99669349,54.29227331
19,25.11492555,43.88379323,8.291688198,17.84420566,15.74838151,36.4253112,28.46104516,30.140929,31.7149706,105.8699739,77.27295222,42.09972079,39.55382834,52.3814746
20,24.77878222,43.29644352,8.180710539,17.60537514,15.53760194,35.93778736,28.08011668,29.73751661,31.29049092,104.4529885,76.23871516,41.53624948,39.02443178,51.68039019
21,25.0789283,43.82089454,8.279803712,17.81862954,15.72580934,36.37310277,28.42025191,30.09772797,31.6695135,105.7182304,77.16219682,42.03937922,39.4971358,52.30639618
22,23.81395456,41.61058155,7.862172857,16.91986312,14.93260416,34.5384542,26.98674279,28.57960746,30.07211259,100.3858341,73.27015839,39.91892534,37.50491193,49.668077
23,22.28229697,38.93428675,7.356496378,15.8316173,13.97217416,32.31702201,25.25101893,26.74143428,28.13794499,93.92925316,68.55759402,37.35143389,35.09268415,46.47354303
