,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,17.60705762,-36.40375248,-346.3639653,16.62583851,14.64188619,-120.5364907,-234.2089248,-88.2227817,28.52597766,98.59959444,37.51739635,-210.5171387,-309.3918984,48.06368025
1,11.69447146,-67.25914849,-349.8294795,15.93245861,13.97966384,-159.6371084,-271.6452245,-118.4125234,26.93326012,93.86014171,19.79757274,-247.4375193,-319.8560055,45.0335851
2,6.744176826,-95.94194336,-351.062664,15.26780165,13.38296926,-184.7485395,-291.0104788,-132.8554889,25.6005824,89.45494701,10.06878825,-256.3009953,-323.8519925,40.76976899
3,6.667509321,-103.4603953,-352.2781973,14.8792525,13.00544259,-201.2748437,-297.1226077,-145.3365451,24.4940644,86.96601909,8.468192308,-264.8878995,-320.4076015,39.52392412
4,5.085296977,-106.0566753,-352.9879424,14.34187676,12.40373711,-218.355659,-297.458464,-165.751032,23.53105238,82.080672,1.741559374,-270.9832312,-309.4504985,36.95910593
5,0.146825259,-112.0039557,-353.3739385,13.347852,10.9278443,-231.3117328,-272.3280907,-178.7913927,22.05846544,72.95972261,-11.03465438,-276.3391526,-294.9855638,30.52077175
6,-16.98532584,-73.33719951,-349.7943845,13.35540509,10.56272004,-223.2837342,-237.6184115,-210.6981613,19.5047116,66.12111795,8.441778631,-276.3928407,-276.5001626,22.0011368
7,-38.14917303,-104.1788054,-351.2925726,13.57839091,8.443759683,-243.4977914,-217.6244971,-229.277047,18.48925039,63.7208726,-14.30009274,-279.62876,-286.6435671,12.97854556
8,-76.13315343,-113.0244552,-350.2905822,0.050858523,5.861426852,-235.7761566,-196.4577445,-237.9969505,-133.5913933,64.41986502,-27.45716051,-282.8844216,-284.7649803,-105.0944085
9,-102.3811308,-109.3553958,-502.4298352,-69.46457956,-50.91384403,-226.5200284,-266.1163166,-272.5344003,-180.3512644,7.970710381,-38.39091558,-277.8577203,-501.2430696,-121.847796
10,-111.2391289,-95.57226469,-533.4098514,-80.860876,-64.56363757,-201.6800564,-288.2293877,-239.038945,-202.69828,-9.07318169,-40.36564102,-271.3242252,-515.2095664,-131.373774
11,-120.74089,-75.91251936,-529.110976,-92.57053675,-64.90343079,-165.9056369,-292.4740001,-200.6648351,-197.4275433,-12.17504813,-33.8093357,-261.6402915,-506.9334179,-123.5841857
12,-86.69709805,-39.22721214,-474.5479954,-72.23458699,-51.15701082,-88.90650171,-289.9926743,-149.1401936,-154.194599,-6.306887583,3.810309292,-181.6675876,-432.8621295,-96.26733254
13,-104.1967541,-49.3022543,-431.0454159,-9.142589647,-33.19364531,-126.0713025,-257.0074257,-149.9978313,-100.7957337,19.62881273,1.565161626,-217.9191223,-395.2146886,-66.30841191
14,-92.18893269,-32.62073226,-261.5424093,5.632487552,-11.98789817,-108.0420967,-180.3545011,-131.4528507,-20.38403245,49.72137625,19.40404346,-201.7056556,-225.635585,-11.60029633
15,-63.84888159,-15.98605799,-217.9346388,16.18345667,1.204302486,-81.93222266,-124.1749872,-106.6808856,25.72922276,73.31628484,38.68651245,-181.5826597,-197.1207424,20.88787307
16,-47.80067129,-6.201706644,-185.8531642,18.5116478,4.268641374,-67.15599796,-109.2601828,-89.1887905,26.47828015,85.25237156,54.47148909,-159.4630879,-183.5446866,25.28258641
17,-38.29304127,1.125771455,-164.1828927,18.78754556,10.81365227,-53.92424156,-99.30349002,-80.76859226,21.68545248,89.27893791,60.79902942,-139.6142912,-178.7848502,22.75081645
18,-31.15743346,6.237450622,-116.7102382,18.48420457,4.18975804,-54.31412359,-99.40530775,-65.62246103,10.4179659,81.34299471,62.37006801,-53.85529543,-112.6766493,14.67857266
19,-29.83221583,3.796004788,-125.3645257,17.83861524,10.30069857,-86.92195528,-111.2453357,-95.82172585,9.965894819,89.243961,57.52533086,-86.83271394,-123.788465,9.436138313
20,-14.38511054,10.47563395,-128.1426086,17.60243233,10.62655813,-113.346051,-110.9309532,-112.7316668,15.63557552,95.44256188,62.14583826,-107.2189446,-130.2069875,15.46154806
21,-5.24696283,9.865816381,-115.0113464,17.81815575,13.10560177,-111.3174752,-117.2251297,-113.9086859,18.38500453,99.96543495,62.02085148,-101.9285749,-145.3803381,20.43363456
22,-1.005206148,5.116834236,-111.480649,16.91984851,13.52920205,-111.2119283,-118.821223,-116.5751394,17.37343745,94.7326995,52.33847546,-92.48767437,-158.1742681,17.37684207
23,2.86824673,-5.739900634,-115.2435746,15.8316173,13.5660541,-105.5994864,-118.6027774,-110.7894494,14.99046938,87.36217074,35.80182293,-75.92396606,-162.772108,14.04921678
