time,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13
0.0,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405
4.9999999999999996e-5,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405
0.00055,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405,49.999987584105405
0.005549999999999999,49.99998758410541,49.999987584105405,49.999987584105405,49.99998758410541,49.999987584105405,49.999987584105405,49.99998758410541,49.999987584105405,49.999987584105405,49.99998758410541,49.999987584105405,49.999987584105405,49.99998758410541,49.99998758410541
0.05554999999999999,49.99998758410541,49.999987584105405,49.99998758410539,49.99998758410541,49.99998758410541,49.999987584105405,49.99998758410541,49.999987584105405,49.999987584105405,49.999987584105405,49.99998758410541,49.999987584105405,49.99998758410541,49.99998758410541
0.5555499999999998,49.99998758410544,49.99998758410536,49.99998758410521,49.99998758410547,49.99998758410542,49.99998758410539,49.999987584105575,49.999987584105405,49.99998758410541,49.99998758410541,49.99998758410542,49.999987584105405,49.999987584105426,49.99998758410538
1.05555,49.99998758410541,49.99998758410538,49.999987584105035,49.99998758410544,49.99998758410543,49.999987584105405,49.99998758410539,49.999987584105405,49.99998758410544,49.99998758410543,49.99998758410543,49.99998758410541,49.99998758410546,49.99998758410541
1.55555,49.999987584105426,49.9999875841054,49.9999875841049,49.99998758410539,49.99998758410546,49.99998758410544,49.99998758410534,49.999987584105405,49.999987584105455,49.99998758410545,49.99998758410544,49.99998758410541,49.99998758410547,49.99998758410547
2.05555,49.99998758410545,49.99998758410542,49.99998758410475,49.999987584105355,49.99998758410546,49.99998758410543,49.99998758410531,49.999987584105405,49.999987584105455,49.99998758410547,49.99998758410544,49.999987584105405,49.999987584105476,49.99998758410551
2.55555,49.9999875841055,49.99998758410541,49.9999875841046,49.99998758410531,49.99998758410546,49.99998758410546,49.99998758410534,49.99998758410541,49.99998758410544,49.99998758410549,49.99998758410544,49.9999875841054,49.99998758410548,49.99998758410552
3.05555,49.99998758410552,49.99998758410539,49.999987584104545,49.99998758410531,49.99998758410545,49.99998758410547,49.99998758410541,49.99998758410541,49.99998758410542,49.9999875841055,49.999987584105426,49.99998758410539,49.9999875841055,49.99998758410555
3.55555,49.99998758410554,49.9999875841054,49.999987584104424,49.99998758410537,49.999987584105426,49.99998758410549,49.99998758410549,49.99998758410541,49.99998758410539,49.9999875841055,49.99998758410544,49.99998758410539,49.99998758410552,49.99998758410552
4.05555,49.99998758410549,49.99998758410534,49.99998758410433,49.99998758410545,49.99998758410541,49.999987584105526,49.99998758410572,49.99998758410541,49.99998758410536,49.99998758410547,49.99998758410544,49.9999875841054,49.99998758410554,49.99998758410549
4.55555,49.99998758410549,49.99998758410541,49.999987584104275,49.99998758410562,49.999987584105426,49.999987584105554,49.999987584105824,49.99998758410541,49.99998758410534,49.99998758410548,49.99998758410544,49.999987584105405,49.99998758410554,49.99998758410548
