,0,1,10,11,12,13,2,3,4,5,6,7,8,9
0,-3946.513143491251,4867.699163382926,-1166.4669722477422,-534.0650693815187,3350.811788949174,3035.67972074543,-1167.687185242968,,-7415.176112048506,812.8493488216141,4859.334022205214,-1230.3423925992265,-823.5383488870857,1359.7802269173553
1,-5427.337209225196,4798.550739522474,-993.524847356598,-456.34625797197714,3106.701396800935,3179.7167463845585,-1041.2283751556924,,-6999.628142225909,1003.7894084690033,4688.8703998710735,-1159.3002425348095,-613.4465636278687,1746.2941960520407
2,-5650.065109169683,2592.7655040790805,-846.8742300099391,-644.6776936804104,3145.9200648466676,3328.1230244038516,-930.6611658217114,,-6633.043894700544,1272.3116886449848,5268.141631734971,-1096.8325634503722,-425.74723849464,2053.073191443129
3,-5488.9280153550035,2199.4562122392845,-785.0991429279566,-1275.2620364542997,3171.268898867156,3397.228981052679,-864.9335844773209,,-6420.815332582173,1482.8926023430759,5315.389848931951,-1059.9789099141194,-317.251509366301,1826.0871532241795
4,-5230.957179454289,2434.4510010039567,-676.5711244826934,-700.0689399010193,3197.7935493850364,3393.8358814841527,-764.5404170259806,,-6089.186297885197,1704.230859658221,4885.539295162445,-1003.9300772097577,-691.9243583146922,443.0999875402522
5,-4750.8225885364245,2731.4138711543674,-483.9022478807467,-1175.5995252809803,3239.292554688972,3074.664121424196,-580.6936094400514,,-5481.346699216399,2000.0092203683412,4982.653325314179,-900.5851995250787,-1670.7362089823982,-418.3119326301521
6,-4819.329967486313,3040.134297145062,-411.8157515955777,-1164.776313743278,3185.283581804591,2677.693930864256,-577.4852009544072,,-5443.967059987228,2007.9867081579719,4851.73595320556,-901.3416655273348,-1637.2003537637202,-87.23115898443393
7,-4813.329110887065,3208.176166741726,-378.2798963768971,-1168.396420820021,3192.484846528772,2335.988500142311,-613.821919771797,,-5533.779783074189,1981.894890001869,4879.763179720577,-923.6397229288384,-1670.7362089823987,202.01894192531563
8,-5124.078938366832,2939.1132796101547,-1327.6001270507816,-614.7048316045001,3143.8708064168295,2083.755613811644,952.8479242504486,,-6234.556276043517,1802.627384393677,4628.400896875028,-949.4357483509767,-721.4159783085215,471.17236168719273
9,-4835.180275331522,2861.9420334813576,-1367.1641118969865,-91.48604687279294,3672.780814226041,2223.703023147117,1388.1808950953673,,-5768.120455545554,1485.0424035139663,5452.979576422775,-798.0767235565456,-681.8519934623127,-2153.883462284503
10,-5921.714994930829,2122.763570260817,-1498.9983959923115,-1140.939893847495,3679.1858664324473,2314.137688416197,1474.1499244978795,,-6430.906998424881,1078.4582283945,5215.298142017458,-871.2666932964479,1055.3461234761553,748.25384220144
11,-5917.997360672116,1466.9166773547786,-398.42283496048594,-1194.792261121369,3542.4436865278753,2398.1628085517154,1321.3860630414047,,-6357.046573163436,820.8882636099561,5009.018376970413,-887.9314217892472,864.4142714169056,1530.771018769251
12,-5081.269105925247,1398.0578762765645,-432.68991196018715,-185.5791707443566,3198.482397230705,2695.2875014270912,744.3537287040099,,-6396.361566315705,-294.75166500503974,4627.657620931133,-952.8314685770273,397.3163241784978,1365.0974853512416
13,-5798.661937358503,3968.047410843206,-433.9105696969568,-479.8630455104958,3292.2597179217764,2460.9437319424496,97.68599875360815,,-6575.303554024709,626.4283800491953,4563.215253531167,-1122.692683985497,58.67098815830377,1519.5675350828433
14,-3837.4830321387944,4432.603436029984,-608.402991648537,-290.7271863517035,2388.580104284351,2587.6543411133575,-763.9249285800661,,-6876.475321796221,437.06939340569124,3611.6538121671306,-1173.9210639815233,-455.85673747274905,1438.820073471963
15,-3664.6046306209983,4968.386232943135,-875.6163779923111,-437.05166434157013,1970.3079411553294,2563.413898864931,-1111.2794982483963,,-7394.80788766321,1764.0418665324573,3937.1775691378034,-802.2914201193582,-896.620628142955,1202.737556186688
16,-1459.6142008991928,5935.258105167042,-1182.566449360467,-576.0250362728591,1590.7719555330043,2287.568701951196,-596.0612288168186,,-8282.490357578516,1109.4832272124495,3464.378753164153,-952.2561098298032,-1334.2944433361208,1667.7618140015775
17,1770.0704984108488,4333.029281307998,-1272.0521441233616,-664.0867299846932,1374.0920944921227,2163.838634969409,-634.8263215141237,,-8480.806755217887,749.270615073252,3358.8575498607315,-979.9208490803661,-1414.1559897868392,1545.582565435906
18,3034.199932722566,5832.413528611159,-1257.5460738816582,-598.4184004460269,856.9703230063401,1805.9410544673115,-557.0181288975245,,-8333.116746035621,-451.7826337701972,2171.0231877101487,-950.3035266326034,-1319.9381975519846,1547.1749351693124
19,-516.63386417124,6416.403087505145,-1141.6061182919234,-629.4822196458567,995.2936754849773,1856.1971704436182,-447.37585950121183,,-8024.899640551186,823.1259633388127,2324.824980140007,-885.2154239679091,-1126.8438182936343,1711.0489622233335
20,792.8848854582884,4489.787163812589,-1150.2729607834272,-539.6262709422376,1076.9940227935413,1975.7402316452126,-423.0660999992301,,-7922.954073865094,512.875342922197,2549.6663611586,-861.3347898936331,-1067.1671923022432,1729.3446698832868
21,701.9043916990231,4944.721723323767,-1230.0958245767438,-576.9725539476426,900.4556936508578,2182.965419946449,-471.5361413325977,,-8054.15753819211,396.0940793082682,2745.3267318823086,-882.6625181642985,-1137.2490985974123,1691.709485655586
22,-2248.7167373650873,5682.334895945735,-1104.5005312451865,-486.16042059092865,885.527072863576,2319.9735613879056,-318.859457309768,,-7539.946713722758,460.9020260728753,3110.385179948139,-792.7862990098522,-877.7225545456317,1910.701360213876
23,-3184.6588100982217,4676.2521361414265,-952.2128965373504,-424.15420801478035,970.7125399394724,2396.9165511491615,-130.20015634341235,,-6900.480253006507,430.6364224066806,3407.5272810341944,-1110.878405102621,-563.284475144872,2190.2999649481217
