name,bus_id,fuel,unit_type,fuel_price,active_power,active_power_limits_max,active_power_limits_min,reactive_power_limits_max,reactive_power_limits_min,min_down_time,min_up_time,base_mva,heat_rate_avg_0,output_point_0
Waste_6,6,MUNICIPAL_WASTE,ST,6.0,40.4,40.4,0.0,48.48,-48.48,1.0,3.0,100.0,0.1,1.0
Waste_7,7,MUNICIPAL_WASTE,ST,6.0,13.6,13.6,0.0,16.32,-16.32,1.0,3.0,100.0,0.1,1.0
Waste_8,8,MUNICIPAL_WASTE,ST,6.0,141.0,141.0,0.0,169.2,-169.2,1.0,3.0,100.0,0.1,1.0
Waste_9,9,MUNICIPAL_WASTE,ST,6.0,27.2,27.2,0.0,32.64,-32.64,1.0,3.0,100.0,0.1,1.0
Waste_10,10,MUNICIPAL_WASTE,ST,6.0,74.3,74.3,0.0,89.16,-89.16,1.0,3.0,100.0,0.1,1.0
Waste_11,11,MUNICIPAL_WASTE,ST,6.0,55.1,55.1,0.0,66.12,-66.12,1.0,3.0,100.0,0.1,1.0
Waste_12,12,MUNICIPAL_WASTE,ST,6.0,17.0,17.0,0.0,20.4,-20.4,1.0,3.0,100.0,0.1,1.0
Waste_13,13,MUNICIPAL_WASTE,ST,6.0,91.0,91.0,0.0,109.2,-109.2,1.0,3.0,100.0,0.1,1.0
Brown Coal_0,0,COAL,ST,10.0,0.0,10444.1,0.0,12532.92,-12532.92,1.0,3.0,100.0,0.1,1.0
Brown Coal_1,1,COAL,ST,10.0,0.0,2470.1,0.0,2964.12,-2964.12,1.0,3.0,100.0,0.1,1.0
Brown Coal_2,2,COAL,ST,10.0,0.0,875.0,0.0,1050.0,-1050.0,1.0,3.0,100.0,0.1,1.0
Brown Coal_3,3,COAL,ST,10.0,0.0,33.5,0.0,40.199999999999996,-40.199999999999996,1.0,3.0,100.0,0.1,1.0
Brown Coal_4,4,COAL,ST,10.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Brown Coal_5,5,COAL,ST,10.0,0.0,4928.0,0.0,5913.599999999999,-5913.599999999999,1.0,3.0,100.0,0.1,1.0
Brown Coal_6,6,COAL,ST,10.0,0.0,750.0,0.0,900.0,-900.0,1.0,3.0,100.0,0.1,1.0
Brown Coal_7,7,COAL,ST,10.0,0.0,465.0,0.0,558.0,-558.0,1.0,3.0,100.0,0.1,1.0
Brown Coal_8,8,COAL,ST,10.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Brown Coal_9,9,COAL,ST,10.0,0.0,857.0,0.0,1028.3999999999999,-1028.3999999999999,1.0,3.0,100.0,0.1,1.0
Brown Coal_10,10,COAL,ST,10.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Brown Coal_11,11,COAL,ST,10.0,0.0,56.8,0.0,68.16,-68.16,1.0,3.0,100.0,0.1,1.0
Brown Coal_12,12,COAL,ST,10.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Brown Coal_13,13,COAL,ST,10.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Oil_0,0,RESIDUAL_FUEL_OIL,ST,100.0,0.0,297.3,0.0,356.76,-356.76,1.0,3.0,100.0,0.1,1.0
Oil_1,1,RESIDUAL_FUEL_OIL,ST,100.0,0.0,248.0,0.0,297.59999999999997,-297.59999999999997,1.0,3.0,100.0,0.1,1.0
Oil_2,2,RESIDUAL_FUEL_OIL,ST,100.0,0.0,57.3,0.0,68.75999999999999,-68.75999999999999,1.0,3.0,100.0,0.1,1.0
Oil_3,3,RESIDUAL_FUEL_OIL,ST,100.0,0.0,250.6,0.0,300.71999999999997,-300.71999999999997,1.0,3.0,100.0,0.1,1.0
Oil_4,4,RESIDUAL_FUEL_OIL,ST,100.0,0.0,276.4,0.0,331.67999999999995,-331.67999999999995,1.0,3.0,100.0,0.1,1.0
Oil_5,5,RESIDUAL_FUEL_OIL,ST,100.0,0.0,660.5,0.0,792.6,-792.6,1.0,3.0,100.0,0.1,1.0
Oil_6,6,RESIDUAL_FUEL_OIL,ST,100.0,0.0,612.5,0.0,735.0,-735.0,1.0,3.0,100.0,0.1,1.0
Oil_7,7,RESIDUAL_FUEL_OIL,ST,100.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Oil_8,8,RESIDUAL_FUEL_OIL,ST,100.0,0.0,138.8,0.0,166.56,-166.56,1.0,3.0,100.0,0.1,1.0
Oil_9,9,RESIDUAL_FUEL_OIL,ST,100.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Oil_10,10,RESIDUAL_FUEL_OIL,ST,100.0,0.0,24.8,0.0,29.759999999999998,-29.759999999999998,1.0,3.0,100.0,0.1,1.0
Oil_11,11,RESIDUAL_FUEL_OIL,ST,100.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Oil_12,12,RESIDUAL_FUEL_OIL,ST,100.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Oil_13,13,RESIDUAL_FUEL_OIL,ST,100.0,0.0,144.0,0.0,172.79999999999998,-172.79999999999998,1.0,3.0,100.0,0.1,1.0
Other_0,0,OTHER,OT,32.0,0.0,1444.8,0.0,1733.76,-1733.76,1.0,3.0,100.0,0.1,1.0
Other_1,1,OTHER,OT,32.0,0.0,42.7,0.0,51.24,-51.24,1.0,3.0,100.0,0.1,1.0
Other_2,2,OTHER,OT,32.0,0.0,6.0,0.0,7.199999999999999,-7.199999999999999,1.0,3.0,100.0,0.1,1.0
Other_3,3,OTHER,OT,32.0,0.0,372.5,0.0,447.0,-447.0,1.0,3.0,100.0,0.1,1.0
Other_4,4,OTHER,OT,32.0,0.0,176.1,0.0,211.32,-211.32,1.0,3.0,100.0,0.1,1.0
Other_5,5,OTHER,OT,32.0,0.0,124.5,0.0,149.4,-149.4,1.0,3.0,100.0,0.1,1.0
Other_6,6,OTHER,OT,32.0,0.0,70.6,0.0,84.71999999999998,-84.71999999999998,1.0,3.0,100.0,0.1,1.0
Other_7,7,OTHER,OT,32.0,0.0,19.7,0.0,23.639999999999997,-23.639999999999997,1.0,3.0,100.0,0.1,1.0
Other_8,8,OTHER,OT,32.0,0.0,23.3,0.0,27.96,-27.96,1.0,3.0,100.0,0.1,1.0
Other_9,9,OTHER,OT,32.0,0.0,412.6,0.0,495.12,-495.12,1.0,3.0,100.0,0.1,1.0
Other_10,10,OTHER,OT,32.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Other_11,11,OTHER,OT,32.0,0.0,185.0,0.0,222.0,-222.0,1.0,3.0,100.0,0.1,1.0
Other_12,12,OTHER,OT,32.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Other_13,13,OTHER,OT,32.0,0.0,150.0,0.0,180.0,-180.0,1.0,3.0,100.0,0.1,1.0
Multiple_0,0,OTHER,OT,28.0,0.0,120.0,0.0,144.0,-144.0,1.0,3.0,100.0,0.1,1.0
Multiple_1,1,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_2,2,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_3,3,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_4,4,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_5,5,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_6,6,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_7,7,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_8,8,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_9,9,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_10,10,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_11,11,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Multiple_12,12,OTHER,OT,28.0,0.0,32.7,0.0,39.24,-39.24,1.0,3.0,100.0,0.1,1.0
Multiple_13,13,OTHER,OT,28.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Nuclear_0,0,NUCLEAR,ST,80.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Nuclear_1,1,NUCLEAR,ST,80.0,0.0,1360.0,0.0,1632.0,-1632.0,1.0,3.0,100.0,0.1,1.0
Nuclear_2,2,NUCLEAR,ST,80.0,0.0,2572.0,0.0,3086.4,-3086.4,1.0,3.0,100.0,0.1,1.0
Nuclear_3,3,NUCLEAR,ST,80.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Nuclear_4,4,NUCLEAR,ST,80.0,0.0,2712.0,0.0,3254.4,-3254.4,1.0,3.0,100.0,0.1,1.0
Nuclear_5,5,NUCLEAR,ST,80.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Nuclear_6,6,NUCLEAR,ST,80.0,0.0,1410.0,0.0,1692.0,-1692.0,1.0,3.0,100.0,0.1,1.0
Nuclear_7,7,NUCLEAR,ST,80.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Nuclear_8,8,NUCLEAR,ST,80.0,0.0,1410.0,0.0,1692.0,-1692.0,1.0,3.0,100.0,0.1,1.0
Nuclear_9,9,NUCLEAR,ST,80.0,0.0,1329.0,0.0,1594.8,-1594.8,1.0,3.0,100.0,0.1,1.0
Nuclear_10,10,NUCLEAR,ST,80.0,0.0,1275.0,0.0,1530.0,-1530.0,1.0,3.0,100.0,0.1,1.0
Nuclear_11,11,NUCLEAR,ST,80.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Nuclear_12,12,NUCLEAR,ST,80.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Nuclear_13,13,NUCLEAR,ST,80.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_0,0,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_1,1,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_2,2,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_3,3,GEOTHERMAL,ST,26.0,0.0,0.6,0.0,0.72,-0.72,1.0,3.0,100.0,0.1,1.0
Geothermal_4,4,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_5,5,GEOTHERMAL,ST,26.0,0.0,23.1,0.0,27.720000000000002,-27.720000000000002,1.0,3.0,100.0,0.1,1.0
Geothermal_6,6,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_7,7,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_8,8,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_9,9,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_10,10,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_11,11,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_12,12,GEOTHERMAL,ST,26.0,0.0,0.0,0.0,0.0,-0.0,1.0,3.0,100.0,0.1,1.0
Geothermal_13,13,GEOTHERMAL,ST,26.0,0.0,8.0,0.0,9.6,-9.6,1.0,3.0,100.0,0.1,1.0
